id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,asset_t,asset_slm,no_asset_t,no_asset_slm,hou_own,lan_own,lan_gini,lan_mld
3_3_46_0,2011,Rural,3,India,3,Punjab,46,Bathinda,3.1,,8.200000000000001,,100,100,78.60000000000001,2.62
3_3_46_0,2011,Total,3,India,3,Punjab,46,Bathinda,9.1,,6.300000000000001,,88.7,90.7,86.5,3.209
3_3_46_0,2011,Urban,3,India,3,Punjab,46,Bathinda,19.9,4.9,3,6.2,72,76.80000000000001,36.8,.745
3_3_47_0,2011,Rural,3,India,3,Punjab,47,Mansa,2,,10.9,,99.80000000000001,99.80000000000001,61.6,1.38
3_3_47_0,2011,Total,3,India,3,Punjab,47,Mansa,4.3,,9.700000000000001,,95.60000000000001,96.60000000000001,68.40000000000001,1.787
3_3_47_0,2011,Urban,3,India,3,Punjab,47,Mansa,12.9,3.9,5.2,11.8,80,84.5,89.2,2.995
3_3_48_0,2011,Rural,3,India,3,Punjab,48,Patiala,4.3,,4.2,,87.90000000000001,97.2,79.90000000000001,2.543
3_3_48_0,2011,Total,3,India,3,Punjab,48,Patiala,12.7,,3.3,,83.2,92.80000000000001,85.7,2.866
3_3_48_0,2011,Urban,3,India,3,Punjab,48,Patiala,24.4,4,2,10.9,76.90000000000001,87.10000000000001,92,3.057
3_3_49_0,2011,Rural,3,India,3,Punjab,49,Amritsar,3.4,,5.4,,99.10000000000001,99.7,82.40000000000001,2.642
3_3_49_0,2011,Total,3,India,3,Punjab,49,Amritsar,10.3,,4.100000000000001,,88.80000000000001,89.10000000000001,89.60000000000001,3.022
3_3_49_0,2011,Urban,3,India,3,Punjab,49,Amritsar,15.8,5.9,3,5.2,79.7,79.80000000000001,91,2.54
3_3_50_0,2011,Rural,3,India,3,Punjab,50,Tarn Taran,2.9,,6.100000000000001,,100,100,82.7,2.623
3_3_50_0,2011,Total,3,India,3,Punjab,50,Tarn Taran,4,,6,,98.80000000000001,98.80000000000001,84,2.718
3_3_50_0,2011,Urban,3,India,3,Punjab,50,Tarn Taran,11.6,7.7,5,6.600000000000001,89.2,89.2,85.40000000000001,1.889
3_3_51_0,2011,Rural,3,India,3,Punjab,51,Rupnagar,5.4,,3.4,,59.6,63.5,86.10000000000001,5.093
3_3_51_0,2011,Total,3,India,3,Punjab,51,Rupnagar,10.3,,3.2,,68.60000000000001,71.40000000000001,88.40000000000001,4.313
3_3_51_0,2011,Urban,3,India,3,Punjab,51,Rupnagar,23.1,1.5,2.6,14.6,91.30000000000001,91.30000000000001,26.3,.318
3_3_52_0,2011,Rural,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,5.4,,3.7,,82.30000000000001,91.2,76.90000000000001,2.076
3_3_52_0,2011,Total,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,22.3,,2.5,,66,75.2,86.40000000000001,2.58
3_3_52_0,2011,Urban,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,34.5,5.2,1.7,4.9,56.7,66.10000000000001,83.30000000000001,2.183
3_3_53_0,2011,Rural,3,India,3,Punjab,53,Sangrur,4.4,,4.800000000000001,,98.80000000000001,99.40000000000001,78.2,2.305
3_3_53_0,2011,Total,3,India,3,Punjab,53,Sangrur,7.300000000000001,,4.4,,93.40000000000001,94.2,83.10000000000001,2.535
3_3_53_0,2011,Urban,3,India,3,Punjab,53,Sangrur,13.7,5.600000000000001,3.7,6.800000000000001,84.2,85.40000000000001,89.10000000000001,2.413
3_3_54_0,2011,Rural,3,India,3,Punjab,54,Barnala,3.9,,5.800000000000001,,100,100,78.40000000000001,3.227
3_3_54_0,2011,Total,3,India,3,Punjab,54,Barnala,7.300000000000001,,5.5,,95.7,97.5,80.40000000000001,3.033
3_3_54_0,2011,Urban,3,India,3,Punjab,54,Barnala,14.1,,4.9,,87.40000000000001,92.5,82.7,2.654
3_4_55_0,2011,Rural,3,India,4,Chandigarh,55,Chandigarh,7.300000000000001,,2.9,,25.4,21.4,93.80000000000001,2.633
3_4_55_0,2011,Total,3,India,4,Chandigarh,55,Chandigarh,28.6,,2.3,,24.5,31.1,83.60000000000001,1.706
3_4_55_0,2011,Urban,3,India,4,Chandigarh,55,Chandigarh,29.3,.7000000000000001,2.3,8.9,24.5,32,81.5,1.6
3_5_56_0,2011,Rural,3,India,5,Uttarakhand,56,Uttarkashi,.8,,28.9,,86.30000000000001,86.30000000000001,46.5,1.025
3_5_56_0,2011,Total,3,India,5,Uttarakhand,56,Uttarkashi,1.4,,26.9,,82.5,83.2,50.5,1.181
3_5_56_0,2011,Urban,3,India,5,Uttarakhand,56,Uttarkashi,8.200000000000001,,4.2,,38.90000000000001,47.2,45.2,.372
3_5_57_0,2011,Rural,3,India,5,Uttarakhand,57,Chamoli,.4,,24.5,,94.80000000000001,91.40000000000001,42.6,.5650000000000001
3_5_57_0,2011,Total,3,India,5,Uttarakhand,57,Chamoli,1.1,,21.4,,88.10000000000001,85.7,49.6,.901
3_5_57_0,2011,Urban,3,India,5,Uttarakhand,57,Chamoli,5,1.2,4,8.700000000000001,48.40000000000001,51.5,73.10000000000001,1.301
3_5_58_0,2011,Rural,3,India,5,Uttarakhand,58,Rudraprayag,.5,,18.5,,92.7,90,52.7,.533
3_5_58_0,2011,Total,3,India,5,Uttarakhand,58,Rudraprayag,.7000000000000001,,17.9,,91.2,88.5,53.90000000000001,.619
3_5_58_0,2011,Urban,3,India,5,Uttarakhand,58,Rudraprayag,3.9,,4.4,,57.7,53.3,77.90000000000001,2.464
3_5_59_0,2011,Rural,3,India,5,Uttarakhand,59,Tehri Garhwal,.9,,21.8,,92.2,92.2,42.6,.919
3_5_59_0,2011,Total,3,India,5,Uttarakhand,59,Tehri Garhwal,2.2,,19.5,,85.10000000000001,89.60000000000001,47.40000000000001,1.099
3_5_59_0,2011,Urban,3,India,5,Uttarakhand,59,Tehri Garhwal,11.3,3.6,2.6,8.200000000000001,16.5,64.7,87,1.929
3_5_60_0,2011,Rural,3,India,5,Uttarakhand,60,Dehradun,7.9,,8.6,,65.7,67.3,72.5,2.756
3_5_60_0,2011,Total,3,India,5,Uttarakhand,60,Dehradun,17,,5.100000000000001,,62.40000000000001,65.5,73.3,2.575
3_5_60_0,2011,Urban,3,India,5,Uttarakhand,60,Dehradun,23.8,15.4,2.5,4.5,40.1,60.40000000000001,69.10000000000001,1.011
3_5_61_0,2011,Rural,3,India,5,Uttarakhand,61,Garhwal,1.5,,20.4,,85.90000000000001,80.80000000000001,74.7,1.993
3_5_61_0,2011,Total,3,India,5,Uttarakhand,61,Garhwal,3,,17.9,,79,76.90000000000001,77.40000000000001,2.231
3_5_61_0,2011,Urban,3,India,5,Uttarakhand,61,Garhwal,11.3,6.9,3.9,2.1,32.7,50.40000000000001,86.90000000000001,2.189
3_5_62_0,2011,Rural,3,India,5,Uttarakhand,62,Pithoragarh,.7000000000000001,,30.7,,92.80000000000001,92.80000000000001,53.3,1.275
3_5_62_0,2011,Total,3,India,5,Uttarakhand,62,Pithoragarh,1.8,,26.7,,83.10000000000001,86.40000000000001,59.7,1.552
3_5_62_0,2011,Urban,3,India,5,Uttarakhand,62,Pithoragarh,8.300000000000001,2.3,3.7,5.800000000000001,28.1,50,64.10000000000001,.8130000000000001
3_5_63_0,2011,Rural,3,India,5,Uttarakhand,63,Bageshwar,.7000000000000001,,27.4,,98.40000000000001,97,48.1,.6900000000000001
3_5_63_0,2011,Total,3,India,5,Uttarakhand,63,Bageshwar,.9,,26.7,,96.60000000000001,97,49.40000000000001,.751
3_5_63_0,2011,Urban,3,India,5,Uttarakhand,63,Bageshwar,6.7,4.3,8.5,19.4,40.7,95.2,61.8,.717
3_5_64_0,2011,Rural,3,India,5,Uttarakhand,64,Almora,.8,,22.1,,78,77.90000000000001,55.7,2.182
3_5_64_0,2011,Total,3,India,5,Uttarakhand,64,Almora,1.7,,20.3,,74.8,76.80000000000001,59.5,2.262
3_5_64_0,2011,Urban,3,India,5,Uttarakhand,64,Almora,11.1,5.800000000000001,2.6,3.9,44.5,66.8,85.80000000000001,1.789
3_5_65_0,2011,Rural,3,India,5,Uttarakhand,65,Champawat,1.3,,33.2,,89,85.60000000000001,38,.525
3_5_65_0,2011,Total,3,India,5,Uttarakhand,65,Champawat,2.2,,29.3,,86.2,84.2,49.2,.924
3_5_65_0,2011,Urban,3,India,5,Uttarakhand,65,Champawat,7.5,2.3,7.5,13.4,76.40000000000001,79.5,77.7,1.331
3_5_66_0,2011,Rural,3,India,5,Uttarakhand,66,Nainital,4.7,,15.2,,85.60000000000001,82.10000000000001,56.1,.901
3_5_66_0,2011,Total,3,India,5,Uttarakhand,66,Nainital,8.4,,11.8,,81.5,83.5,68.40000000000001,1.575
3_5_66_0,2011,Urban,3,India,5,Uttarakhand,66,Nainital,13.9,3.3,6.600000000000001,14.2,58.8,75.90000000000001,61.1,.846
3_5_67_0,2011,Rural,3,India,5,Uttarakhand,67,Udham Singh Nagar,3.2,,8.4,,89.7,94.90000000000001,79.60000000000001,2.858
3_5_67_0,2011,Total,3,India,5,Uttarakhand,67,Udham Singh Nagar,5,,7.600000000000001,,82.60000000000001,86.10000000000001,86,3.538
3_5_67_0,2011,Urban,3,India,5,Uttarakhand,67,Udham Singh Nagar,8.200000000000001,3.9,6.2,8.700000000000001,71.8,72.8,92.7,3.546
3_5_68_0,2011,Rural,3,India,5,Uttarakhand,68,Hardwar,2,,10.4,,94.90000000000001,95.60000000000001,73.10000000000001,1.748
3_5_68_0,2011,Total,3,India,5,Uttarakhand,68,Hardwar,7.2,,7.800000000000001,,86,88.60000000000001,78.90000000000001,2.212
3_5_68_0,2011,Urban,3,India,5,Uttarakhand,68,Hardwar,15.6,9.700000000000001,3.6,5.7,63.40000000000001,70.8,87.10000000000001,2.164
3_6_69_0,2011,Rural,3,India,6,Haryana,69,Panchkula,4.100000000000001,,10.1,,95.90000000000001,95.90000000000001,70.3,2.04
3_6_69_0,2011,Total,3,India,6,Haryana,69,Panchkula,25.2,,5.800000000000001,,67.10000000000001,71.90000000000001,88.5,2.762
3_6_69_0,2011,Urban,3,India,6,Haryana,69,Panchkula,38.5,4.800000000000001,3,7.9,54.2,61.1,49.40000000000001,.466
3_6_70_0,2011,Rural,3,India,6,Haryana,70,Ambala,4.3,,5.7,,100,100,78,2.334
3_6_70_0,2011,Total,3,India,6,Haryana,70,Ambala,11.5,,4.5,,76.7,84.7,85.10000000000001,2.696
3_6_70_0,2011,Urban,3,India,6,Haryana,70,Ambala,19.9,10.6,3,7.300000000000001,51.3,68,90.80000000000001,2.594
3_6_71_0,2011,Rural,3,India,6,Haryana,71,Yamunanagar,2.9,,8.4,,96.30000000000001,96.30000000000001,83.5,2.501
3_6_71_0,2011,Total,3,India,6,Haryana,71,Yamunanagar,7.600000000000001,,6.800000000000001,,83.30000000000001,85.2,86.90000000000001,2.616
3_6_71_0,2011,Urban,3,India,6,Haryana,71,Yamunanagar,14.1,11.4,4.600000000000001,4.5,63.3,68,89,2.276
3_6_72_0,2011,Rural,3,India,6,Haryana,72,Kurukshetra,4,,6.800000000000001,,94.7,97.80000000000001,80.30000000000001,2.669
3_6_72_0,2011,Total,3,India,6,Haryana,72,Kurukshetra,8.800000000000001,,5.800000000000001,,86.40000000000001,87,87.5,3.054
3_6_72_0,2011,Urban,3,India,6,Haryana,72,Kurukshetra,20.4,9.300000000000001,3.5,6.4,74,71,45.8,.367
3_6_73_0,2011,Rural,3,India,6,Haryana,73,Kaithal,2,,11.5,,100,100,69,2.02
3_6_73_0,2011,Total,3,India,6,Haryana,73,Kaithal,4.100000000000001,,10.2,,94.30000000000001,96.7,75.90000000000001,2.251
3_6_73_0,2011,Urban,3,India,6,Haryana,73,Kaithal,11.1,5.600000000000001,5.600000000000001,6.7,77.30000000000001,87,90.10000000000001,2.236
3_6_74_0,2011,Rural,3,India,6,Haryana,74,Karnal,2.6,,10.5,,100,100,77.30000000000001,2.931
3_6_74_0,2011,Total,3,India,6,Haryana,74,Karnal,7.300000000000001,,8.6,,94.10000000000001,98.40000000000001,83.7,3
3_6_74_0,2011,Urban,3,India,6,Haryana,74,Karnal,17.5,3.8,4.3,8.9,80.5,94.80000000000001,93.30000000000001,2.606
3_6_75_0,2011,Rural,3,India,6,Haryana,75,Panipat,3.4,,11,,97.7,100,72.5,2.174
3_6_75_0,2011,Total,3,India,6,Haryana,75,Panipat,8,,8.800000000000001,,83.5,89.40000000000001,79.60000000000001,2.454
3_6_75_0,2011,Urban,3,India,6,Haryana,75,Panipat,13.1,3.7,6.300000000000001,9.200000000000001,56.6,69.2,83.5,1.748
3_6_76_0,2011,Rural,3,India,6,Haryana,76,Sonipat,2.7,,11.7,,97.90000000000001,97.90000000000001,77.5,2.737
3_6_76_0,2011,Total,3,India,6,Haryana,76,Sonipat,6.800000000000001,,9.700000000000001,,97.2,97.80000000000001,80.5,2.762
3_6_76_0,2011,Urban,3,India,6,Haryana,76,Sonipat,14.9,10.1,5.600000000000001,5.9,94.7,97.40000000000001,86.90000000000001,2.117
3_6_77_0,2011,Rural,3,India,6,Haryana,77,Jind,2,,10.9,,97.2,97.2,68.8,2.317
3_6_77_0,2011,Total,3,India,6,Haryana,77,Jind,4.3,,9.600000000000001,,94.60000000000001,95.90000000000001,74.10000000000001,2.542
3_6_77_0,2011,Urban,3,India,6,Haryana,77,Jind,11.8,6,5.100000000000001,7.4,84.10000000000001,90.80000000000001,87.30000000000001,2.022
3_6_78_0,2011,Rural,3,India,6,Haryana,78,Fatehabad,2.4,,12.4,,100,100,74.90000000000001,2.566
3_6_78_0,2011,Total,3,India,6,Haryana,78,Fatehabad,4.4,,11.1,,96.90000000000001,97.80000000000001,78.10000000000001,2.787
3_6_78_0,2011,Urban,3,India,6,Haryana,78,Fatehabad,12.7,5.7,5.7,9.9,78.10000000000001,84.80000000000001,89.80000000000001,2.295
3_6_79_0,2011,Rural,3,India,6,Haryana,79,Sirsa,2.6,,11.6,,98.90000000000001,93.7,74.7,2.609
3_6_79_0,2011,Total,3,India,6,Haryana,79,Sirsa,5.7,,10,,93.30000000000001,89.80000000000001,80.10000000000001,2.839
3_6_79_0,2011,Urban,3,India,6,Haryana,79,Sirsa,14.7,3.5,5.300000000000001,10.5,79.7,80.2,89.2,2.537
3_6_80_0,2011,Rural,3,India,6,Haryana,80,Hisar,1.8,,12.5,,94.2,94.2,68.2,2.49
3_6_80_0,2011,Total,3,India,6,Haryana,80,Hisar,6.5,,10.2,,85.40000000000001,87.10000000000001,74.60000000000001,2.729
3_6_80_0,2011,Urban,3,India,6,Haryana,80,Hisar,16.5,6.100000000000001,5.2,8.1,54.2,62,80.90000000000001,1.413
3_6_81_0,2011,Rural,3,India,6,Haryana,81,Bhiwani,1.7,,14.5,,97,100,58.5,1.998
3_6_81_0,2011,Total,3,India,6,Haryana,81,Bhiwani,3.7,,12.8,,93.2,98.90000000000001,65.90000000000001,2.398
3_6_81_0,2011,Urban,3,India,6,Haryana,81,Bhiwani,11.4,7,6.300000000000001,10.8,76.10000000000001,93.80000000000001,45.2,.446
3_6_82_0,2011,Rural,3,India,6,Haryana,82,Rohtak,2.3,,11.5,,97.60000000000001,99.40000000000001,75.5,2.378
3_6_82_0,2011,Total,3,India,6,Haryana,82,Rohtak,8.6,,8.700000000000001,,86.80000000000001,90.30000000000001,83.7,2.771
3_6_82_0,2011,Urban,3,India,6,Haryana,82,Rohtak,16.9,7.2,5,7.7,72,77.7,89.40000000000001,2.229
3_6_83_0,2011,Rural,3,India,6,Haryana,83,Jhajjar,2.8,,11.1,,100,100,58.8,1.675
3_6_83_0,2011,Total,3,India,6,Haryana,83,Jhajjar,5.300000000000001,,9.5,,81.90000000000001,84.10000000000001,72,2.384
3_6_83_0,2011,Urban,3,India,6,Haryana,83,Jhajjar,12,6.300000000000001,5.300000000000001,4.7,49.1,55.3,89.40000000000001,2.221
3_6_84_0,2011,Rural,3,India,6,Haryana,84,Mahendragarh,2.4,,14.2,,100,100,53.7,1.601
3_6_84_0,2011,Total,3,India,6,Haryana,84,Mahendragarh,3.5,,13.4,,98,99.5,58.7,1.765
3_6_84_0,2011,Urban,3,India,6,Haryana,84,Mahendragarh,10,4.100000000000001,8,19.6,84.90000000000001,96.2,83.90000000000001,1.891
3_6_85_0,2011,Rural,3,India,6,Haryana,85,Rewari,3.6,,11.3,,100,100,73.2,2.276
3_6_85_0,2011,Total,3,India,6,Haryana,85,Rewari,6.300000000000001,,9.700000000000001,,100,98.30000000000001,77.60000000000001,2.437
3_6_85_0,2011,Urban,3,India,6,Haryana,85,Rewari,14.2,12.6,5,4.9,100,90.40000000000001,40,.283
3_6_86_0,2011,Rural,3,India,6,Haryana,86,Gurgaon,4.600000000000001,,11.4,,37.2,37.7,90.30000000000001,8.036
3_6_86_0,2011,Total,3,India,6,Haryana,86,Gurgaon,27.1,,7,,30.3,34.8,93.2,5.57
3_6_86_0,2011,Urban,3,India,6,Haryana,86,Gurgaon,35.5,17,5.4,3.3,23.3,32,76.10000000000001,1.706
3_6_87_0,2011,Rural,3,India,6,Haryana,87,Mewat,.6000000000000001,,21.6,,100,100,63.6,1.757
3_6_87_0,2011,Total,3,India,6,Haryana,87,Mewat,1.1,,20.7,,99.90000000000001,100,66.40000000000001,1.899
3_6_87_0,2011,Urban,3,India,6,Haryana,87,Mewat,4.2,4.2,14,11.4,99,99.5,84.2,1.879
3_6_88_0,2011,Rural,3,India,6,Haryana,88,Faridabad,4.3,,10.3,,83.5,83.5,82.2,2.708
3_6_88_0,2011,Total,3,India,6,Haryana,88,Faridabad,18.2,,5.100000000000001,,73.8,81.2,88.30000000000001,2.462
3_6_88_0,2011,Urban,3,India,6,Haryana,88,Faridabad,21.1,2.9,4,13.8,68.2,79.80000000000001,80.60000000000001,1.478
3_6_89_0,2011,Rural,3,India,6,Haryana,89,Palwal,2.2,,15.9,,91.7,91.7,72.90000000000001,2.233
3_6_89_0,2011,Total,3,India,6,Haryana,89,Palwal,4.7,,13.9,,86.90000000000001,90.60000000000001,77.40000000000001,2.181
3_6_89_0,2011,Urban,3,India,6,Haryana,89,Palwal,12.6,3.9,7.7,16,83.60000000000001,89.7,82.40000000000001,1.678
3_7_90_0,2011,Rural,3,India,7,NCT Of Delhi,90,North West,7.300000000000001,,7.4,,95.80000000000001,99.7,89.7,3.079
3_7_90_0,2011,Total,3,India,7,NCT Of Delhi,90,North West,21.1,,4,,59.40000000000001,62.90000000000001,93,2.565
3_7_90_0,2011,Urban,3,India,7,NCT Of Delhi,90,North West,21.9,2.1,3.8,13.8,58.5,62.1,92.2,2.451
3_7_91_0,2011,Rural,3,India,7,NCT Of Delhi,91,North,5.800000000000001,,2.4,,,,,
3_7_91_0,2011,Total,3,India,7,NCT Of Delhi,91,North,16.6,,2.6,,97.2,97.2,51,1.893
3_7_91_0,2011,Urban,3,India,7,NCT Of Delhi,91,North,16.8,13.4,2.6,3.9,97.2,97.2,51,1.893
3_7_92_0,2011,Rural,3,India,7,NCT Of Delhi,92,North East,5.600000000000001,,7.4,,55.40000000000001,55.40000000000001,20.5,.079
3_7_92_0,2011,Total,3,India,7,NCT Of Delhi,92,North East,12.6,,2.4,,70.90000000000001,70.90000000000001,57.40000000000001,.9310000000000001
3_7_92_0,2011,Urban,3,India,7,NCT Of Delhi,92,North East,12.6,2.7,2.4,11.6,71.60000000000001,71.60000000000001,57.2,.9430000000000001
3_7_93_0,2011,Rural,3,India,7,NCT Of Delhi,93,East,51.6,,0,,,,,
3_7_93_0,2011,Total,3,India,7,NCT Of Delhi,93,East,28.9,,2.1,,86.40000000000001,86.40000000000001,42,.372
3_7_93_0,2011,Urban,3,India,7,NCT Of Delhi,93,East,28.9,3.7,2.1,12.9,86.40000000000001,86.40000000000001,42,.372
3_7_94_0,2011,Rural,3,India,7,NCT Of Delhi,94,New Delhi,,,,,,,,
3_7_94_0,2011,Total,3,India,7,NCT Of Delhi,94,New Delhi,28.5,,3.3,,0,0,4.2,.004
3_7_94_0,2011,Urban,3,India,7,NCT Of Delhi,94,New Delhi,28.5,4.4,3.3,14.1,0,0,4.2,.004
3_7_95_0,2011,Rural,3,India,7,NCT Of Delhi,95,Central,,,,,20,20,16.2,.442
3_7_95_0,2011,Total,3,India,7,NCT Of Delhi,95,Central,20.3,,2.7,,53.8,55.6,45.7,1.064
3_7_95_0,2011,Urban,3,India,7,NCT Of Delhi,95,Central,20.3,10.9,2.7,3.6,48.40000000000001,50.2,43.5,.8010000000000001
3_7_96_0,2011,Rural,3,India,7,NCT Of Delhi,96,West,7,,2.3,,,,,
3_7_96_0,2011,Total,3,India,7,NCT Of Delhi,96,West,27.1,,3.1,,53.1,60.3,39.6,.287
3_7_96_0,2011,Urban,3,India,7,NCT Of Delhi,96,West,27.2,4.100000000000001,3.1,16.1,53.1,60.3,39.6,.287
3_7_97_0,2011,Rural,3,India,7,NCT Of Delhi,97,South West,10.6,,2.5,,100,100,81.2,2.208
3_7_97_0,2011,Total,3,India,7,NCT Of Delhi,97,South West,26.4,,2.9,,32.3,33.8,91.80000000000001,2.764
3_7_97_0,2011,Urban,3,India,7,NCT Of Delhi,97,South West,27.3,1.7,2.9,14.9,5.100000000000001,7.2,80.90000000000001,1.448
3_7_98_0,2011,Rural,3,India,7,NCT Of Delhi,98,South,13.2,,2.6,,45.6,46,84.30000000000001,1.684
3_7_98_0,2011,Total,3,India,7,NCT Of Delhi,98,South,24.6,,2.4,,46.8,51.2,90.40000000000001,2.416
3_7_98_0,2011,Urban,3,India,7,NCT Of Delhi,98,South,24.6,3.9,2.4,9.700000000000001,48.1,56.40000000000001,89.10000000000001,2.605
3_8_100_0,2011,Rural,3,India,8,Rajasthan,100,Hanumangarh,1,,18.9,,91.40000000000001,91.40000000000001,56.2,2.601
3_8_100_0,2011,Total,3,India,8,Rajasthan,100,Hanumangarh,2.4,,17.3,,91.60000000000001,92,66.40000000000001,2.927
3_8_100_0,2011,Urban,3,India,8,Rajasthan,100,Hanumangarh,7.600000000000001,2.3,11,15.9,92.40000000000001,93.80000000000001,94.60000000000001,3.546
3_8_101_0,2011,Rural,3,India,8,Rajasthan,101,Bikaner,.4,,22.7,,100,100,44.90000000000001,1.205
3_8_101_0,2011,Total,3,India,8,Rajasthan,101,Bikaner,4.2,,16.7,,96.10000000000001,97.10000000000001,61.40000000000001,2.552
3_8_101_0,2011,Urban,3,India,8,Rajasthan,101,Bikaner,11,4.800000000000001,6,8.800000000000001,87.2,90.30000000000001,78.10000000000001,1.918
3_8_102_0,2011,Rural,3,India,8,Rajasthan,102,Churu,.4,,21.9,,100,100,38.90000000000001,.485
3_8_102_0,2011,Total,3,India,8,Rajasthan,102,Churu,1.4,,18.7,,97.90000000000001,97.90000000000001,54.5,1.668
3_8_102_0,2011,Urban,3,India,8,Rajasthan,102,Churu,3.9,1.3,9.600000000000001,14.4,92.10000000000001,92.10000000000001,94.2,2.977
3_8_103_0,2011,Rural,3,India,8,Rajasthan,103,Jhunjhunun,1.3,,14.2,,98.2,99.5,57.1,1.498
3_8_103_0,2011,Total,3,India,8,Rajasthan,103,Jhunjhunun,2.4,,13.3,,94,95.2,64.5,2.089
3_8_103_0,2011,Urban,3,India,8,Rajasthan,103,Jhunjhunun,6.4,,10.4,,75.2,75.2,95.40000000000001,3.788
3_8_104_0,2011,Rural,3,India,8,Rajasthan,104,Alwar,1.3,,17.5,,98.90000000000001,98.90000000000001,60.7,1.658
3_8_104_0,2011,Total,3,India,8,Rajasthan,104,Alwar,3.6,,15.2,,96.40000000000001,97.10000000000001,64.8,1.906
3_8_104_0,2011,Urban,3,India,8,Rajasthan,104,Alwar,12.8,2.6,5.600000000000001,15.9,81.90000000000001,86.80000000000001,85.30000000000001,2.683
3_8_105_0,2011,Rural,3,India,8,Rajasthan,105,Bharatpur,.8,,20,,100,100,59.1,2.094
3_8_105_0,2011,Total,3,India,8,Rajasthan,105,Bharatpur,2,,18,,99.40000000000001,100,60.8,2.17
3_8_105_0,2011,Urban,3,India,8,Rajasthan,105,Bharatpur,6.7,3.7,10.4,16.1,95,100,72.3,2.699
3_8_106_0,2011,Rural,3,India,8,Rajasthan,106,Dhaulpur,.3,,29.1,,100,100,71,2.489
3_8_106_0,2011,Total,3,India,8,Rajasthan,106,Dhaulpur,1.1,,26.4,,97.80000000000001,97.80000000000001,74,2.792
3_8_106_0,2011,Urban,3,India,8,Rajasthan,106,Dhaulpur,3.9,.5,16,24.4,85.7,85.7,81.80000000000001,3.489
3_8_107_0,2011,Rural,3,India,8,Rajasthan,107,Karauli,.3,,31.1,,100,100,64.3,1.779
3_8_107_0,2011,Total,3,India,8,Rajasthan,107,Karauli,.8,,29.7,,97.7,99.10000000000001,67.90000000000001,2.138
3_8_107_0,2011,Urban,3,India,8,Rajasthan,107,Karauli,3.5,,21.2,,85.80000000000001,94.5,80,3.204
3_8_108_0,2011,Rural,3,India,8,Rajasthan,108,Sawai Madhopur,.4,,27.4,,99.60000000000001,98.7,66.2,1.914
3_8_108_0,2011,Total,3,India,8,Rajasthan,108,Sawai Madhopur,1.4,,24.5,,95.80000000000001,97.10000000000001,71.60000000000001,2.498
3_8_108_0,2011,Urban,3,India,8,Rajasthan,108,Sawai Madhopur,5.800000000000001,3.2,12,24,77.60000000000001,89.5,95.30000000000001,3.479
3_8_109_0,2011,Rural,3,India,8,Rajasthan,109,Dausa,.6000000000000001,,23.3,,100,100,57.1,.9480000000000001
3_8_109_0,2011,Total,3,India,8,Rajasthan,109,Dausa,1.3,,21.7,,93.90000000000001,95.5,62,1.399
3_8_109_0,2011,Urban,3,India,8,Rajasthan,109,Dausa,6.800000000000001,.8,10.5,25,51.90000000000001,64.90000000000001,93.5,3.522
3_8_110_0,2011,Rural,3,India,8,Rajasthan,110,Jaipur,1.7,,14.5,,98,98,66.60000000000001,2.003
3_8_110_0,2011,Total,3,India,8,Rajasthan,110,Jaipur,12.3,,8.700000000000001,,77.7,81.40000000000001,83.90000000000001,3.532
3_8_110_0,2011,Urban,3,India,8,Rajasthan,110,Jaipur,20.6,4.4,4.2,9.700000000000001,65.3,71.3,93.5,4.102
3_8_111_0,2011,Rural,3,India,8,Rajasthan,111,Sikar,1.4,,11.4,,96.30000000000001,96.30000000000001,57.5,2.004
3_8_111_0,2011,Total,3,India,8,Rajasthan,111,Sikar,2.4,,10.5,,89.40000000000001,90.2,66.8,2.638
3_8_111_0,2011,Urban,3,India,8,Rajasthan,111,Sikar,6.100000000000001,0,7.5,75.7,71.40000000000001,74.10000000000001,87.2,4.199
3_8_112_0,2011,Rural,3,India,8,Rajasthan,112,Nagaur,.8,,17.9,,94.30000000000001,94.60000000000001,62.2,1.51
3_8_112_0,2011,Total,3,India,8,Rajasthan,112,Nagaur,1.6,,16.5,,92.90000000000001,93.30000000000001,66.5,1.934
3_8_112_0,2011,Urban,3,India,8,Rajasthan,112,Nagaur,5.100000000000001,2.4,9.700000000000001,14,83.7,85.10000000000001,90.2,3.184
3_8_113_0,2011,Rural,3,India,8,Rajasthan,113,Jodhpur,.6000000000000001,,19.6,,95.90000000000001,100,56.1,.986
3_8_113_0,2011,Total,3,India,8,Rajasthan,113,Jodhpur,5.600000000000001,,14.7,,88.10000000000001,93.40000000000001,70.90000000000001,2.314
3_8_113_0,2011,Urban,3,India,8,Rajasthan,113,Jodhpur,15.3,3.5,5.2,11.3,76.40000000000001,83.5,89.2,3.08
3_8_114_0,2011,Rural,3,India,8,Rajasthan,114,Jaisalmer,.3,,26.2,,97.60000000000001,97.60000000000001,39.7,.288
3_8_114_0,2011,Total,3,India,8,Rajasthan,114,Jaisalmer,1.3,,24.6,,88.80000000000001,89.7,49,1.226
