id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,road_lng_t,road_lng_h,road_lng_r,road_lng_o,road_int_t,road_int_h,road_int_r,road_int_o,station_nmb_t,station_nmb_r,station_nmb_m,station_den_t,station_den_r,station_den_m
3_12_258_0,2011,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,187,134,34.4,19,50.8,36.3,9.300000000000001,5.2,0,0,0,0,0,0
3_12_258_1,2011,Total,3,India,12,India/China  1,258,Lower Dibang Valley,187,134,34.4,19,50.8,36.3,9.300000000000001,5.2,0,0,0,0,0,0
3_12_258_0,2011,Urban,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,17.6,3,14.6,0,4451,757,3695,0,0,0,0,0,0,0
3_12_258_1,2011,Urban,3,India,12,India/China  1,258,Lower Dibang Valley,17.6,3,14.6,0,4451,757,3695,0,0,0,0,0,0,0
3_12_259_0,2011,Rural,3,India,12,Arunachal Pradesh,259,Lohit,277,222,54.6,.6000000000000001,67.10000000000001,53.7,13.2,.1,0,0,0,0,0,0
3_12_259_1,2011,Rural,3,India,12,India/China  1,259,Lohit,277,222,54.6,.6000000000000001,67.10000000000001,53.7,13.2,.1,0,0,0,0,0,0
3_12_259_0,2011,Total,3,India,12,Arunachal Pradesh,259,Lohit,295,229,65.10000000000001,1,71.10000000000001,55.2,15.7,.2,0,0,0,0,0,0
3_12_259_1,2011,Total,3,India,12,India/China  1,259,Lohit,295,229,65.10000000000001,1,71.10000000000001,55.2,15.7,.2,0,0,0,0,0,0
3_12_259_0,2011,Urban,3,India,12,Arunachal Pradesh,259,Lohit,17.6,6.600000000000001,10.5,.4,1694,639,1013,41.2,0,0,0,0,0,0
3_12_259_1,2011,Urban,3,India,12,India/China  1,259,Lohit,17.6,6.600000000000001,10.5,.4,1694,639,1013,41.2,0,0,0,0,0,0
3_12_260_0,2011,Rural,3,India,12,Arunachal Pradesh,260,Anjaw,154,144,8,2.4,25.2,23.5,1.3,.4,0,0,0,0,0,0
3_12_260_1,2011,Rural,3,India,12,India/China  1,260,Anjaw,154,144,8,2.4,25.2,23.5,1.3,.4,0,0,0,0,0,0
3_12_260_1,2011,Total,3,India,12,India/China  1,260,Anjaw,156,146,8,2.4,25.4,23.7,1.3,.4,0,0,0,0,0,0
3_12_260_0,2011,Total,3,India,12,Arunachal Pradesh,260,Anjaw,156,146,8,2.4,25.4,23.7,1.3,.4,0,0,0,0,0,0
3_12_260_0,2011,Urban,3,India,12,Arunachal Pradesh,260,Anjaw,1.4,1.4,0,0,1219,1219,0,0,0,0,0,0,0,0
3_12_260_1,2011,Urban,3,India,12,India/China  1,260,Anjaw,1.4,1.4,0,0,1219,1219,0,0,0,0,0,0,0,0
3_13_261_0,2011,Rural,3,India,13,Nagaland,261,Mon,104,104,0,0,48.2,48.2,0,0,0,0,0,0,0,0
3_13_261_0,2011,Total,3,India,13,Nagaland,261,Mon,115,115,0,0,52.40000000000001,52.40000000000001,0,0,0,0,0,0,0,0
3_13_261_0,2011,Urban,3,India,13,Nagaland,261,Mon,10.6,10.6,0,0,364,364,0,0,0,0,0,0,0,0
3_13_262_0,2011,Rural,3,India,13,Nagaland,262,Mokokchung,177,156,7.5,13.7,113,99.5,4.800000000000001,8.800000000000001,0,0,0,0,0,0
3_13_262_0,2011,Total,3,India,13,Nagaland,262,Mokokchung,221,172,14.5,34.5,138,107,9,21.5,0,0,0,0,0,0
3_13_262_0,2011,Urban,3,India,13,Nagaland,262,Mokokchung,44.1,16.3,7,20.8,1097,406,175,516,0,0,0,0,0,0
3_13_263_0,2011,Rural,3,India,13,Nagaland,263,Zunheboto,82.90000000000001,75.5,7.2,.3,54.3,49.40000000000001,4.7,.2,0,0,0,0,0,0
3_13_263_0,2011,Total,3,India,13,Nagaland,263,Zunheboto,89.5,82.10000000000001,7.2,.3,58.2,53.40000000000001,4.7,.2,0,0,0,0,0,0
3_13_263_0,2011,Urban,3,India,13,Nagaland,263,Zunheboto,6.5,6.5,0,0,646,646,0,0,0,0,0,0,0,0
3_13_264_0,2011,Rural,3,India,13,Nagaland,264,Wokha,89.90000000000001,81.5,8.4,0,57.5,52.1,5.4,0,0,0,0,0,0,0
3_13_264_0,2011,Total,3,India,13,Nagaland,264,Wokha,102,89.60000000000001,12.6,0,65.10000000000001,57.1,8,0,0,0,0,0,0,0
3_13_264_0,2011,Urban,3,India,13,Nagaland,264,Wokha,12.4,8.200000000000001,4.2,0,1839,1211,628,0,0,0,0,0,0,0
3_13_265_0,2011,Rural,3,India,13,Nagaland,265,Dimapur,68.3,60,6.9,1.5,81.7,71.7,8.200000000000001,1.8,0,0,0,0,0,0
3_13_265_0,2011,Total,3,India,13,Nagaland,265,Dimapur,119,90.10000000000001,16.4,12.2,136,103,18.7,13.9,1,1,0,1.14,1.14,0
3_13_265_0,2011,Urban,3,India,13,Nagaland,265,Dimapur,50.3,30.2,9.5,10.7,1301,780,246,275,1,1,0,25.85,25.85,0
3_13_266_0,2011,Rural,3,India,13,Nagaland,266,Phek,127,121,6,0,68.60000000000001,65.3,3.2,0,0,0,0,0,0,0
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,132,126,6,0,70.8,67.60000000000001,3.2,0,0,0,0,0,0,0
3_13_266_0,2011,Urban,3,India,13,Nagaland,266,Phek,4.9,4.9,0,0,398,398,0,0,0,0,0,0,0,0
3_13_267_0,2011,Rural,3,India,13,Nagaland,267,Tuensang,93.30000000000001,88.7,4.600000000000001,0,41.90000000000001,39.8,2.1,0,0,0,0,0,0,0
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,98.40000000000001,93.80000000000001,4.600000000000001,0,44.1,42,2.1,0,0,0,0,0,0,0
3_13_267_0,2011,Urban,3,India,13,Nagaland,267,Tuensang,5.100000000000001,5.100000000000001,0,0,819,819,0,0,0,0,0,0,0,0
3_13_268_0,2011,Rural,3,India,13,Nagaland,268,Longleng,35.6,35.6,0,0,63.6,63.6,0,0,0,0,0,0,0,0
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,39.8,39.8,0,0,70.5,70.5,0,0,0,0,0,0,0,0
3_13_268_0,2011,Urban,3,India,13,Nagaland,268,Longleng,4.3,4.3,0,0,717,717,0,0,0,0,0,0,0,0
3_13_269_0,2011,Rural,3,India,13,Nagaland,269,Kiphire,51.5,18.6,22.3,10.5,46.7,16.9,20.3,9.600000000000001,0,0,0,0,0,0
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,60.40000000000001,25,24.9,10.5,54.6,22.6,22.5,9.5,0,0,0,0,0,0
3_13_269_0,2011,Urban,3,India,13,Nagaland,269,Kiphire,8.9,6.300000000000001,2.6,0,1936,1377,559,0,0,0,0,0,0,0
3_13_270_0,2011,Rural,3,India,13,Nagaland,270,Kohima,110,105,3,2,80.40000000000001,76.80000000000001,2.2,1.4,0,0,0,0,0,0
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,148,140,6.100000000000001,2,105,99.7,4.3,1.4,0,0,0,0,0,0
3_13_270_0,2011,Urban,3,India,13,Nagaland,270,Kohima,37.3,34.2,3.1,0,1332,1222,110,0,0,0,0,0,0,0
3_13_271_0,2011,Rural,3,India,13,Nagaland,271,Peren,74.40000000000001,63.40000000000001,10.9,0,45.8,39.1,6.7,0,0,0,0,0,0,0
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,83.7,72.8,10.9,0,50.90000000000001,44.3,6.7,0,0,0,0,0,0,0
3_13_271_0,2011,Urban,3,India,13,Nagaland,271,Peren,9.300000000000001,9.300000000000001,0,0,426,426,0,0,0,0,0,0,0,0
3_14_272_0,2011,Rural,3,India,14,Manipur,272,Senapati,362,347,6.600000000000001,8.4,103,98.60000000000001,1.9,2.4,0,0,0,0,0,0
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,367,352,6.600000000000001,8.4,104,99.5,1.9,2.4,0,0,0,0,0,0
3_14_272_0,2011,Urban,3,India,14,Manipur,272,Senapati,4.800000000000001,4.800000000000001,0,0,269,269,0,0,0,0,0,0,0,0
3_14_273_0,2011,Rural,3,India,14,Manipur,273,Tamenglong,383,345,31.8,6.300000000000001,94.10000000000001,84.80000000000001,7.800000000000001,1.5,0,0,0,0,0,0
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,394,356,31.8,6.300000000000001,95.90000000000001,86.60000000000001,7.7,1.5,0,0,0,0,0,0
3_14_273_0,2011,Urban,3,India,14,Manipur,273,Tamenglong,11.4,11.4,0,0,261,261,0,0,0,0,0,0,0,0
3_14_274_0,2011,Rural,3,India,14,Manipur,274,Churachandpur,526,436,84.40000000000001,5.600000000000001,110,91,17.6,1.2,0,0,0,0,0,0
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,528,438,84.40000000000001,5.600000000000001,110,91.40000000000001,17.6,1.2,0,0,0,0,0,0
3_14_274_0,2011,Urban,3,India,14,Manipur,274,Churachandpur,2.2,2.2,0,0,525,525,0,0,0,0,0,0,0,0
3_14_275_0,2011,Rural,3,India,14,Manipur,275,Bishnupur,49.40000000000001,36.1,13.3,0,147,107,39.5,0,0,0,0,0,0,0
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,75,56,19,0,180,135,45.7,0,0,0,0,0,0,0
3_14_275_0,2011,Urban,3,India,14,Manipur,275,Bishnupur,25.6,19.9,5.7,0,324,252,72,0,0,0,0,0,0,0
3_14_276_0,2011,Rural,3,India,14,Manipur,276,Thoubal,74.3,61.8,12.6,0,141,117,23.9,0,0,0,0,0,0,0
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,116,88.10000000000001,26.2,1.8,182,138,41.1,2.8,0,0,0,0,0,0
3_14_276_0,2011,Urban,3,India,14,Manipur,276,Thoubal,41.8,26.4,13.6,1.8,372,235,121,15.7,0,0,0,0,0,0
3_14_277_0,2011,Rural,3,India,14,Manipur,277,Imphal West,88.80000000000001,76.60000000000001,12.2,0,241,208,33.2,0,0,0,0,0,0,0
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,163,134,18.5,11.2,326,267,36.8,22.4,0,0,0,0,0,0
3_14_277_0,2011,Urban,3,India,14,Manipur,277,Imphal West,74.60000000000001,57.2,6.2,11.2,562,430,47,84.40000000000001,0,0,0,0,0,0
3_14_278_0,2011,Rural,3,India,14,Manipur,278,Imphal East,146,124,18.6,4.3,276,233,35,8.1,0,0,0,0,0,0
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,204,157,27.5,19.6,352,271,47.40000000000001,33.9,0,0,0,0,0,0
3_14_278_0,2011,Urban,3,India,14,Manipur,278,Imphal East,57.7,33.4,8.9,15.3,1160,672,179,308,0,0,0,0,0,0
3_14_279_0,2011,Rural,3,India,14,Manipur,279,Ukhrul,581,523,56.3,2.3,131,117,12.6,.5,0,0,0,0,0,0
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,603,543,57.6,2.7,135,121,12.8,.6000000000000001,0,0,0,0,0,0
3_14_279_0,2011,Urban,3,India,14,Manipur,279,Ukhrul,22.1,20.4,1.3,.4,728,673,42.90000000000001,12.4,0,0,0,0,0,0
3_14_280_0,2011,Rural,3,India,14,Manipur,280,Chandel,223,177,34.6,10.6,68.40000000000001,54.6,10.6,3.3,0,0,0,0,0,0
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,239,182,36.6,19.9,73.2,55.90000000000001,11.2,6.100000000000001,0,0,0,0,0,0
3_14_280_0,2011,Urban,3,India,14,Manipur,280,Chandel,16.2,4.800000000000001,2.1,9.300000000000001,1623,482,207,934,0,0,0,0,0,0
3_15_281_0,2011,Rural,3,India,15,Mizoram,281,Mamit,253,191,62.2,0,86.80000000000001,65.5,21.3,0,0,0,0,0,0,0
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,283,211,72.8,0,95.7,71.10000000000001,24.6,0,0,0,0,0,0,0
3_15_281_0,2011,Urban,3,India,15,Mizoram,281,Mamit,30.3,19.7,10.6,0,641,417,224,0,0,0,0,0,0,0
3_15_282_0,2011,Rural,3,India,15,Mizoram,282,Kolasib,47.1,36.7,10.4,0,31.1,24.3,6.9,0,0,0,0,0,0,0
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,94.7,82,12.7,0,59.7,51.7,8,0,0,0,0,0,0,0
3_15_282_0,2011,Urban,3,India,15,Mizoram,282,Kolasib,47.6,45.3,2.3,0,643,612,31,0,0,0,0,0,0,0
3_15_283_0,2011,Rural,3,India,15,Mizoram,283,Aizawl,188,140,47.5,.7000000000000001,62.2,46.2,15.7,.2,0,0,0,0,0,0
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,284,204,63.2,16.7,89.40000000000001,64.2,19.9,5.300000000000001,0,0,0,0,0,0
3_15_283_0,2011,Urban,3,India,15,Mizoram,283,Aizawl,95.90000000000001,64.2,15.7,16,629,421,103,105,0,0,0,0,0,0
3_15_284_0,2011,Rural,3,India,15,Mizoram,284,Champhai,193,133,60.2,0,56.6,39,17.7,0,0,0,0,0,0,0
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,238,163,75,.3,68.10000000000001,46.6,21.5,.1,0,0,0,0,0,0
3_15_284_0,2011,Urban,3,India,15,Mizoram,284,Champhai,45.3,30.2,14.8,.3,510,340,167,3.4,0,0,0,0,0,0
3_15_285_0,2011,Rural,3,India,15,Mizoram,285,Serchhip,85.7,55.40000000000001,30.3,0,70.90000000000001,45.8,25.1,0,0,0,0,0,0,0
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,130,91.90000000000001,37.7,0,98.30000000000001,69.7,28.6,0,0,0,0,0,0,0
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,43.90000000000001,36.5,7.4,0,401,333,67.3,0,0,0,0,0,0,0
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,376,277,99.2,0,85.2,62.7,22.4,0,0,0,0,0,0,0
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,424,324,99.2,0,93.7,71.8,21.9,0,0,0,0,0,0,0
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,47.40000000000001,47.40000000000001,0,0,463,463,0,0,0,0,0,0,0,0
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,231,97.2,134,0,98.30000000000001,41.40000000000001,56.90000000000001,0,0,0,0,0,0,0
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,232,98.80000000000001,134,0,98.90000000000001,42,56.90000000000001,0,0,0,0,0,0,0
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,1.7,1.7,0,0,1120,1120,0,0,0,0,0,0,0,0
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,205,106,98.10000000000001,0,141,73.2,67.5,0,0,0,0,0,0,0
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,232,131,101,0,157,89,68.40000000000001,0,0,0,0,0,0,0
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,27.8,25,2.8,0,1199,1077,123,0,0,0,0,0,0,0
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,322,291,30.2,.9,117,106,11,.3,0,0,0,0,0,0
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,499,419,67.60000000000001,12.2,168,141,22.8,4.100000000000001,1,1,0,.34,.34,0
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,177,128,37.4,11.3,795,576,168,51,1,1,0,4.49,4.49,0
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,281,217,63.6,0,92,71.2,20.8,0,0,0,0,0,0,0
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,340,256,83.10000000000001,.5,109,82.10000000000001,26.6,.2,0,0,0,0,0,0
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,58.8,38.8,19.5,.5,885,584,293,7.300000000000001,0,0,0,0,0,0
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,161,85.30000000000001,75.5,0,71.3,37.9,33.5,0,0,0,0,0,0,0
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,176,97.2,78.80000000000001,0,77.2,42.6,34.5,0,0,0,0,0,0,0
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,15.2,11.9,3.3,0,564,441,122,0,0,0,0,0,0,0
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,199,194,5.600000000000001,0,99.7,96.90000000000001,2.8,0,0,0,0,0,0,0
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,236,230,6.100000000000001,.2,114,111,3,.1,0,0,0,0,0,0
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,37.3,36.6,.6000000000000001,.2,528,518,7.9,2.4,0,0,0,0,0,0
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,393,391,2,0,114,114,.6000000000000001,0,0,0,0,0,0,0
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,399,397,2,0,116,115,.6000000000000001,0,0,0,0,0,0,0
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,6,6,0,0,1055,1055,0,0,0,0,0,0,0,0
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,203,172,26.3,4.5,74.90000000000001,63.5,9.700000000000001,1.7,0,0,0,0,0,0
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,217,186,26.3,4.5,78.80000000000001,67.60000000000001,9.5,1.7,0,0,0,0,0,0
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,14.5,14.5,0,0,295,295,0,0,0,0,0,0,0,0
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,199,199,0,0,101,101,0,0,0,0,0,0,0,0
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,206,206,0,0,105,105,0,0,0,0,0,0,0,0
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,7.2,7.2,0,0,1058,1058,0,0,0,0,0,0,0,0
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,185,172,13.2,0,36.9,34.2,2.6,0,0,0,0,0,0,0
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,204,191,13.2,0,39.8,37.2,2.6,0,0,0,0,0,0,0
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,18.5,18.5,0,0,200,200,0,0,0,0,0,0,0,0
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,163,117,22.1,24,67.90000000000001,48.7,9.200000000000001,10,0,0,0,0,0,0
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,175,129,22.1,24,71.8,52.90000000000001,9.1,9.9,0,0,0,0,0,0
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,12.1,12.1,0,0,317,317,0,0,0,0,0,0,0,0
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,264,237,22.2,4,94.30000000000001,85,7.9,1.4,0,0,0,0,0,0
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,376,265,81.40000000000001,29.5,133,93.5,28.7,10.4,0,0,0,0,0,0
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,113,27.9,59.2,25.5,2554,632,1344,578,0,0,0,0,0,0
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,246,246,.2,0,65.10000000000001,65,.1,0,0,0,0,0,0,0
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,258,258,.2,0,68,67.90000000000001,.1,0,0,0,0,0,0,0
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,12.2,12.2,0,0,772,772,0,0,0,0,0,0,0,0
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,467,240,185,42.2,149,76.5,59,13.5,2,2,0,.64,.64,0
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,481,253,186,42.7,153,80.30000000000001,59,13.6,3,3,0,.9500000000000001,.9500000000000001,0
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,13.8,12.8,.7000000000000001,.4,1119,1031,54,33.9,1,1,0,80.8,80.8,0
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,255,191,62.8,1.5,121,90.2,29.7,.7000000000000001,1,1,0,.47,.47,0
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,286,208,72.40000000000001,5.2,132,96.2,33.5,2.4,2,2,0,.92,.92,0
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,30.9,17.5,9.600000000000001,3.8,608,345,189,73.8,1,1,0,19.68,19.68,0
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,312,162,19.8,131,163,84.40000000000001,10.3,68.10000000000001,6,6,0,3.13,3.13,0
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,341,185,22.5,133,171,93,11.3,66.90000000000001,6,6,0,3.01,3.01,0
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,29,23.6,2.6,2.8,378,307,34.5,36.8,0,0,0,0,0,0
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,295,135,151,8.800000000000001,129,58.90000000000001,66.2,3.9,1,1,0,.44,.44,0
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,321,154,158,9.800000000000001,138,66.10000000000001,68.10000000000001,4.2,4,4,0,1.72,1.72,0
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,26.5,18.8,6.800000000000001,.9,743,527,190,26.5,3,3,0,84.07000000000001,84.07000000000001,0
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,353,147,207,.1,237,98.5,139,.1,2,2,0,1.34,1.34,0
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,369,157,211,.1,245,104,140,.1,3,3,0,1.99,1.99,0
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,15.3,10.5,4.800000000000001,0,872,600,272,0,1,1,0,56.99,56.99,0
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,663,410,233,20,169,105,59.40000000000001,5.100000000000001,11,11,0,2.81,2.81,0
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,759,460,260,39.6,190,115,65.2,9.9,17,17,0,4.26,4.26,0
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,96.60000000000001,49.8,27.2,19.5,1390,717,392,281,6,6,0,86.34,86.34,0
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,1084,426,178,480,210,82.60000000000001,34.5,93.10000000000001,7,7,0,1.36,1.36,0
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,1144,461,194,488,220,88.7,37.4,93.90000000000001,8,8,0,1.54,1.54,0
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,60.2,35.4,16.6,8.200000000000001,1381,812,381,188,1,1,0,22.93,22.93,0
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,783,173,295,315,275,60.90000000000001,104,111,3,3,0,1.06,1.06,0
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,818,192,304,322,285,67,106,112,4,4,0,1.39,1.39,0
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,35.4,18.9,9.600000000000001,6.9,1347,718,366,262,1,1,0,37.99,37.99,0
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,696,185,333,178,272,72.40000000000001,130,69.7,9,9,0,3.52,3.52,0
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,711,196,337,178,276,76,131,69.10000000000001,9,9,0,3.49,3.49,0
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,14.7,10.9,3.8,0,688,510,178,0,0,0,0,0,0,0
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,315,262,47.40000000000001,6.300000000000001,85.2,70.7,12.8,1.7,6,6,0,1.62,1.62,0
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,372,305,57.7,8.4,97.80000000000001,80.40000000000001,15.2,2.2,15,15,0,3.95,3.95,0
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,56.1,43.7,10.3,2.1,574,447,105,21.8,9,9,0,92.15000000000001,92.15000000000001,0
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,463,267,77.30000000000001,119,139,80.30000000000001,23.3,35.8,9,9,0,2.71,2.71,0
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,586,308,85.7,192,174,91.30000000000001,25.4,57,12,12,0,3.56,3.56,0
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,123,41.1,8.4,73.2,2650,888,181,1581,3,3,0,64.84,64.84,0
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,380,258,89.7,31.7,146,99.40000000000001,34.5,12.2,12,12,0,4.62,4.62,0
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,407,280,94.60000000000001,32.1,155,107,36.1,12.3,17,17,0,6.49,6.49,0
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,27,21.6,4.9,.4,1151,925,209,17.4,5,5,0,214,214,0
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,565,207,353,5.2,183,66.90000000000001,114,1.7,6,6,0,1.94,1.94,0
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,677,271,395,11.4,213,85,124,3.6,8,8,0,2.51,2.51,0
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,112,63.6,42.3,6.2,1217,691,459,67.2,2,2,0,21.72,21.72,0
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,467,299,159,9.1,144,91.90000000000001,48.90000000000001,2.8,4,4,0,1.23,1.23,0
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,482,309,163,9.1,147,94.40000000000001,49.8,2.8,6,6,0,1.83,1.83,0
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,14.6,10.5,4.2,0,581,415,166,0,2,2,0,79.39,79.39,0
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,533,257,275,0,51.2,24.7,26.5,0,1,1,0,.1,.1,0
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,544,267,277,0,52,25.5,26.5,0,3,3,0,.29,.29,0
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,11.1,9.600000000000001,1.5,0,284,245,38.3,0,2,2,0,51.14,51.14,0
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,368,291,75.3,1.4,75.40000000000001,59.7,15.4,.3,1,1,0,.2,.2,0
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,383,307,75.3,1.4,78.2,62.6,15.4,.3,1,1,0,.2,.2,0
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,15.6,15.6,0,0,651,651,0,0,0,0,0,0,0,0
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,363,263,99.5,.7000000000000001,97.60000000000001,70.7,26.7,.2,2,2,0,.54,.54,0
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,408,297,110,1.5,108,78.5,29,.4,3,3,0,.79,.79,0
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,44.7,33.6,10.3,.8,745,560,172,13.2,1,1,0,16.67,16.67,0
